"","address","zip","year_built","BEPS_score","meets_beps","latitude","longitude","owner","property_name"
"981","1805 7TH STREET NW",NA,2012,"71","No",38.93546766,-77.05401649,"NATIONAL URBAN LEAGUE INC","Progression Place Office"
"982","1616 MARION STREET NW",20001,1950,"66","No",38.93932967,-77.03724252,"ASBURY DWELLINGS INC","asbury dwellings"
"983","1401 7TH STREET NW",20001,2003,"206.6","No",38.88306686,-77.01796587,"DISTRICT OF COLUMBIA","Kennedy Recreation Center"
"984","1301 7TH STREET NW",20001,1972,"66","Yes",38.90536894,-77.04387153,"FIRST RISING MOUNT ZION BAPTIST CHURCH HOUSING CORP","GIBSON PLAZA APARTMENTS"
"985","611 N STREET NW",20001,2014,"143.6","Yes",38.89664701,-76.92908945,"DISTRICT OF COLUMBIA","New Endeavors Shelter N St NW"
"986","655 K STREET NW",NA,2015,"71","Yes",38.91711945,-77.06729492,"ASSOCIATION OF AMERICAN MEDICAL COLLEGES","655 K Street - AAMC"
"987","650 MASSACHUSETTS AVENUE NW",20001,1989,"71","Yes",38.91547829,-77.04993332,"BOP 650 MASS LLC","650 Mass Ave"
"988","615 I STREET NW",20001,2016,"71","Yes",38.89757168,-77.01240436,"SQUARE 452 LLC","Square 452 LLC c/o Gould Property Co."
"989","800 6TH STREET NW",20001,1982,"66","Yes",38.92748558,-77.05422518,"WASHINGTON CHINATOWN DEVELOPMENT COMPANY","Wah Luck House"
"990","627 H STREET NW",20001,2016,"54","Yes",38.93918669,-77.08696263,"MR GALLERY SQUARE LLC","Motto Hotel"
"991","601 F STREET NW",20004,1997,"240.2","Yes",38.88419459,-77.01820116,"DISTRICT OF COLUMBIA","Verizon Center"
"992","730 6TH STREET NW",20001,2009,"71","Yes",38.89958608,-77.03407931,"USP 700 6TH STREET LLC","0700 Sixth Street NW (USAA)"
"993","777 7TH STREET NW",20001,2005,"66","Yes",38.89914249,-77.02841445,"THE RESIDENCES @ GALLERY PLACE","Residences at Gallery Place"
"994","601 E STREET NW",NA,1991,"71","No",38.92348679,-76.99673928,"PHASE I 456 ASSOCIATES","AARP HQ"
"995","575 7TH STREET NW",20004,2003,"71","Yes",38.9030052,-77.04854322,"TERRELL PLACE PROPERTY LLC","Terrell Place"
"996","419 7TH STREET NW",20004,1917,"71","No",38.92066955,-76.97373065,"GRAND LODGE OF IOOF OF THE DC","Grand Lodge Of IOOF"
"997","601 D STREET NW",20530,1974,"153.7","Yes",38.92980218,-76.99947523,"601 D STREET OWNER LLC","The Patrick Henry Building"
"998","600 E STREET NW",20004,1976,"153.7","Yes",38.9070399,-77.03300292,"6TH & E ASSOCIATES LLC","600 E Street"
"999","641 D STREET NW",20004,2004,"229.4","No",38.90207654,-77.04198412,"THE CLARA BARTON @ PENN QTR","Penn Quarter Project PQCE"
"1000","625 INDIANA AVENUE NW",20004,1988,"71","No",38.89764949,-77.03039479,"GPT PROPERTIES TRUST","625 Indiana Avenue"
"1001","4540 MACARTHUR BOULEVARD NW",20007,1954,"66","Yes",38.82885537,-76.99295878,"PALISADES LLC","The Palisade Apartments"
"1002","950 24TH STREET NW",20037,1985,"66","No",38.90403513,-77.03498887,"GATEWAY BAILEY INC","Varsity on K (vy67)"
"1003","3815 FORT DRIVE NW",20016,1930,"36","No",38.9036632,-77.05758892,"DISTRICT OF COLUMBIA","Deal Middle School"
"1004","4001 BRANDYWINE ST NW",20016,1952,"71","No",38.86928531,-76.96968419,"JEMAL'S TOWER LLC","Jemal's Tower, LLC"
"1005","4000 BRANDYWINE STREET NW",20016,1964,"66","Yes",38.90646111,-77.04600038,"BRANDYWINE OWNER LLC","Frequency"
"1006","3950 CHESAPEAKE STREET NW",20016,NA,"36","Yes",38.92987155,-77.03756766,"DISTRICT OF COLUMBIA","Woodrow Wilson High School"
"1007","3950 CHESAPEAKE STREET NW",20016,NA,"206.6","Yes",38.91507605,-76.98583171,"DISTRICT OF COLUMBIA","Wilson Aquatic Center"
"1008","4300 WISCONSIN AVENUE NW",20016,1913,"185.5","No",38.93246016,-76.983072,"DISTRICT OF COLUMBIA","Engine Company 20"
"1009","3420 16TH STREET NW",20010,1918,"Under Review","Under Review",38.95863236,-77.08652335,"NORTHBROOK CONDO I","Northbrook I Condomiium"
"1010","3426 16TH STREET NW",20010,1918,"66","No",38.90552796,-77.05072244,"NORTHBROOK CONDO II","Northbrook II Condominium"
"1011","3620 16TH STREET NW",20010,1930,"66","Yes",38.9026299,-77.02294504,"VAN METRE OAKLAWN TERRACE APARTMENTS L L C","Oaklawn Apartments"
"1012","3640 16TH STREET NW",20010,1951,"66","Yes",38.85056445,-76.99332828,"ROCK CREEK PLAZA WOODNER","The Woodner Apartments"
"1013","3900 16TH STREET NW",20011,1951,"66","Yes",38.90977222,-77.00554108,"CRESTWOOD APARTMENTS ASC","Crestwood Apartments"
"1014","4606 16TH ST NW",20011,1951,"17","Yes",38.92285776,-77.03495499,"NINETEENTH STREET BAPTIST CHURCH","Nineteenth Street Baptist Church"
"1015","1430 BELMONT STREET NW",20009,1928,"66","Yes",38.95109413,-77.06817377,"E & G DC CO-OP OWNER LLC","Milestone on Belmont"
"1016","2325 15TH STREET NW",20009,1937,"66","No",38.89645407,-77.04694784,"ADAMS GARDEN TOWERS LLC","Adams-Garden Towers"
"1017","2410 14TH STREET NW",20009,2013,"66","No",38.87700966,-77.00636333,"DCO 2400 14TH STREET LLC","Capitol View on 14th"
"1018","1451 BELMONT STREET NW",20009,2006,"66","Yes",38.94141944,-77.08135686,"THE FEDORA CONDOMINIUM","Fedora Condominiums - 1451 Belmont St. NW"
"1019","2500 14TH STREET NW",20009,1982,"192","Yes",38.86384292,-76.97986524,"DISTRICT OF COLUMBIA","Rita Bright Community Center"
"1020","2445 15TH STREET NW",20009,1937,"66","Yes",38.91326669,-76.98112458,"THE DUNKIN-MAXWELL COMPANY","2445 15th St NW (th376)"
"1021","1402 EUCLID STREET NW",NA,1978,"66","Yes",38.95758142,-77.02897621,"FPW LP","Faircliff West"
"1022","1400 FAIRMONT STREET NW",20009,1913,"66","No",38.972978,-77.02652422,"NEW FAIRMONT L.P.","Fairmont Apartments"
"1023","1475 EUCLID STREET NW",20009,1950,"66","Yes",38.8976486,-77.03092887,"1475 EUCLID STREET NW ASSOCIATES","Hilltop House (hl096)"
"1024","4200 WISCONSIN AVE NW",20037,1963,"229.4","No",38.90545655,-77.02549584,"BELMONT CROSSING PARTNERS LLC","4200 Wisconsin Ave"
"1025","3935 MACOMB STREET NW",20016,NA,"17","Yes",38.9270652,-77.03274626,"WASHINGTON HEBREW CONGREGATION","Washington Hebrew Congregation"
"1026","3960 LANGLEY COURT NW",20016,1942,"66","No",38.89653334,-77.02325433,"MCLEAN GARDENS","McLean Gardens Condominium"
"1027","3040 IDAHO AV NW",20016,1950,"66","No",38.89908404,-77.05249744,"IDAHO TERRACE APARTMENTS LLC","Idaho Terrace"
"1028","4101 CATHEDRAL AVE NW",20016,1962,"66","No",38.89643516,-77.02550426,"2058 PARTNERSHIP LP","The Cathedral Avenue Cooperative LLC"
"1029","4000 CATHEDRAL AV NW",20016,1930,"66","Yes",38.90220925,-77.01445448,"WESTCHESTER CORPORATION","The Westchester"
"1030","4100 CATHEDRAL AVENUE NW",20016,1965,"66","No",38.90609014,-77.0063016,"CATHEDRAL WEST CONDOMINIUM","Cathedral West Condominium"
"1031","3901 DAVIS PLACE NW",NA,1939,"66","No",38.88504692,-76.99545686,"AVB TUNLAW GARDENS LLC","DC509_eaves Tunlaw Gardens"
"1032","4001 CALVERT STREET NW",20007,1950,"36","No",38.92840047,-77.07790915,"DISTRICT OF COLUMBIA","Stoddert Elementary School"
"1033","3051 IDAHO AVENUE NW",20016,1938,"66","Yes",38.95513593,-76.99958661,"THE MARLYN CONDOMINIUM","The Marlyn Condominiums"
"1034","3051 IDAHO AVENUE NW",20016,1937,"66","No",38.91767395,-77.02780388,"THE WARWICK CONDOMINIUM","Warwick Condominium"
"1035","3320 IDAHO AVENUE NW",20016,NA,"185.5","No",38.90487236,-77.04700641,"DISTRICT OF COLUMBIA","Second District Station"
"1036","3414 IDAHO AVENUE NW",20016,1989,"0","Yes",38.90721031,-77.07000673,"VAUGHN MCLEAN LLC","Village Tower (vl021)"
"1037","4000 WISCONSIN AVENUE NW",20016,1988,"Under Review","Under Review",38.9251355,-77.05572962,"JAN K EVANS KING TRUSTEE","4000 Wisconsin Avenue NW"
"1038","3939 WISCONSIN AVENUE NW",20016,1948,"71","Yes",38.92135566,-76.95697263,"SIDWELL FRIENDS SCHOOL","3939 Wisconsin Ave, NW"
"1039","3901 WISCONSIN AVENUE NW",20016,1824,"36","Yes",38.90170034,-77.02759314,"SIDWELL FRIENDS SCHOOL","Sidwell Friends School"
"1040","3720 UPTON STREET NW",20016,1924,"71","No",38.89534319,-77.02738515,"SIDWELL FRIENDS SCHOOL","3720 Upton"
"1041","4105 WISCONSIN AVENUE NW",20016,1928,"66","Yes",38.90031373,-77.04641927,"4105 WISCONSIN LLC","Devonshire Court South"
"1042","4111 WISCONSIN AVENUE NW",20016,1928,"66","Yes",38.9047622,-77.03606604,"VIVIAN CRESPI TRUSTEE","4115 Wisconsin Ave NW"
"1043","5410 CONNECTICUT AVENUE NW",20015,1957,"66","Yes",38.88397878,-77.02553729,"THE GARFIELD CONDO","Garfield Condominium"
"1044","5432 CONNECTICUT AVENUE NW",20015,1963,"66","No",38.9209381,-77.01831501,"BCB APARTMENTS LLC","The Brittany Apartments"
"1045","5420 CONNECTICUT AVE NW",20015,1929,"50","No",38.90170089,-77.03757461,"BV MSTAR CHEVY CHASE OWNER LLC","Chevy Chase House"
"1046","5841 CHEVY CHASE PARKWAY NW",20015,1727,"36","No",38.89652224,-77.0446902,"ROMAN CATHOLIC ARCHBISHOP  OF WASHINGTON","Blessed Sacrament School"
"1047","5625 CONNECTICUT AVENUE NW",20015,NA,"192","Yes",38.90161481,-77.03983207,"DISTRICT OF COLUMBIA","Chevy Chase Community Center"
"1048","5625 CONNECTICUT AVENUE NW",20015,NA,"206.4","No",38.9693129,-77.01802811,"DISTRICT OF COLUMBIA","Chevy Chase Library"
"1049","301 M STREET SW",20024,2017,"66","No",38.92696836,-77.04177828,"3RD & M DEVELOPMENT LLC","301-M"
"1050","1101 4TH STREET SW",20024,2009,"71","Yes",38.93013542,-77.06787244,"USGBF WATERFRONT STATION LLC","1101 4th Street SW at Waterfront Station II"
"1051","1001 4TH STREET SW",20024,2016,"66","Yes",38.92071987,-77.03394839,"WATERFRONT 1001 4TH STREET LLC","Eliot on 4th (lt079)"
"1052","1100 4TH ST SW",20024,2010,"0","Yes",38.92522991,-77.03316254,"USGBF WATERFRONT STATION LLC","1100 4th Street at Waterfront Station l"
"1053","1101 3RD STREET SW",20024,1960,"66","Yes",38.91428517,-77.04520002,"WATERFRONT TOWER","Waterfront Tower Condominium"
"1054","1001 3RD ST SW",20024,1960,"66","No",38.94490826,-77.06183788,"WATERFRONT TOWER NORTH","Town Center-SV"
"1055","286 N STREET SW",20024,1962,"66","No",38.91305174,-77.03616536,"RIVER PARK MUTUAL HOMES INC","River Park Mutual Homes"
"1056","300 M STREET SW",20024,1967,"66","No",38.90281543,-77.00303754,"THE CARROLLSBURG CONDO","Carrollsburg, A Condominium"
"1057","1405 3RD STREET SW",20024,1968,"66","Yes",38.89921079,-77.00321428,"CHANNEL SQUARE HOUSING LLC","Channel Square Apartments"
"1058","122 P STREET NW",20001,1900,"36","No",38.91868238,-77.02484871,"FRIENDSHIP PUBLIC CHARTER SCHOOL INC","Armstrong"
"1059","1301 NEW JERSEY AVENUE NW",20001,1976,"36","Yes",38.90439533,-77.0124444,"DISTRICT OF COLUMBIA","Dunbar High School"
"1060","1100 1ST STREET NW",20001,2010,"36","No",38.90053146,-77.02222316,"DISTRICT OF COLUMBIA","Walker-Jones Education Campus"
"1061","128 M STREET NW",20001,NA,"206.4","No",38.90325655,-77.03939097,"DISTRICT OF COLUMBIA","Georgetown Library"
"1062","200 K STREET NW",20001,1988,"66","No",38.90425474,-77.00837814,"CARMEL PLAZA NORTH ASSOCIATES LLP","Carmel Plaza North Associates"
"1063","251 H STREET NW",20001,2007,"71","No",38.93374789,-77.03705957,"251 MASSACHUSETTS AVE LLC","251 Massachusetts Avenue LLC"
"1064","901 NEW JERSEY AVENUE NW",20001,1972,"66","Yes",38.90340877,-77.01733864,"GRA PROPERTIES LIMITED PARTNERSHIP","Golden Rule Apartments"
"1065","325 7TH STREET NW",20004,1890,"71","No",38.94138749,-77.0613942,"DC LIBERTY PLACE OWNER LLC","Liberty Place"
"1066","633 INDIANA AVENUE NW",20004,1968,"71","Yes",38.87903313,-77.00973245,"INDIANA ASSOCIATES","633 Indiana Ave NW: 633 Indiana Avenue Northwest"
"1067","4 F ST NW",20001,1927,"54","No",38.93225827,-77.03681071,"PHOENIX PARK HOTEL OPERATING LLC","Washington DC PPH"
"1068","1000 U STREET NW",20001,1929,"192","Yes",38.90101749,-77.03320615,"PRINCE HALL FREEMASON & EASTERN STAR CHARITABLE","Prince Hall Freemason Charitable Foundation"
"1069","1111 11TH STREET NW",20001,2004,"66","No",38.8982297,-77.00398344,"ELEVEN, A CONDOMINIUM","The Eleven Condominiums - 1111 11th St. NW"
"1070","1001 L STREET NW",20001,2004,"66","Yes",38.90116563,-77.03997177,"QUINCY PARK CONDOMINIUM","Quincy Park Condominium"
"1071","1000 MASSACHUSETTS AVENUE NW",20001,1993,"71","No",38.90843243,-77.03879118,"CATO INSTITUTE INC","Cato Institute"
"1072","1001 11TH ST NW",20001,2017,"54","Yes",38.87522514,-77.0012749,"JEMAL'S BULLDOG LLC","Moxy Washington DC, Downtown"
"1073","1010 MASSACHUSETTS AVENUE NW",20001,2007,"66","Yes",38.87124998,-76.98019411,"1010 MASS AVE CONDOMINIUM","1010 Massachusetts Avenue Condominium"
"1074","1000 K STREET NW",20001,2005,"54","No",38.9021927,-77.04455022,"1000 K LLC","Embassy Suites by Hilton Washington DC Convention Center (WASCC)"
"1075","1050 K STREET NW",20001,2008,"71","Yes",38.94309067,-77.02888945,"K-11 PARTNERS LLC","1050 K Street"
"1076","1099 NEW YORK AVENUE NW",20001,2007,"71","No",38.90500795,-77.02904442,"CSREFI NEW YORK AVENUE WASHINGTON INC","1099 New York Ave."
"1077","1000 H STREET NW",20001,1986,"54","No",38.90605321,-77.04191764,"HHR GHDC LIMITED PARTNERSHIP","Hyatt Grand Washington DC"
"1078","1001 G STREET NW",20001,1989,"71","Yes",38.89806424,-77.02733881,"WASHINGTON CENTER TRUSTEE LLC","Washington Center"
"1079","1025 F ST NW",20004,1902,"71","Yes",38.87838749,-77.01814885,"JEMAL'S CAYRE WOODIES LLC","Jemal's Cayre Woodies, LLC"
"1080","555 11TH STREET NW",20004,2000,"71","No",38.90541744,-77.02830004,"555 11TH OWNER LLC","Lincoln Square"
"1081","1008 E STREET NW",20004,1987,"71","Yes",38.89505291,-77.00995965,"LAWYERS TITLE REALTY SERVICES INC","1001 Pennsylvania Ave"
"1082","2120 VERMONT AVENUE NW",20001,2006,"66","Yes",38.92289665,-77.07394159,"THE RHAPSODY CONDOMINIUM","Rhapsody Condominium"
"1083","2055 10TH STREET NW",20001,1927,"36","Yes",38.92123541,-77.03723561,"DISTRICT OF COLUMBIA","Garnett Patterson School"
"1084","1923 VERMONT AVENUE NW",20001,1900,"229.4","Yes",38.96171902,-77.07323973,"DISTRICT OF COLUMBIA","African American Civil War Museum/Grimke School"
"1085","925 RHODE ISLAND AVENUE NW",20001,1955,"139","Yes",38.96356456,-77.03537153,"DISTRICT OF COLUMBIA","Former Shaw Middle School (future Benjamin Banneker High School)"
"1086","1503 10TH STREET NW",20001,1970,"36","Yes",38.90817333,-77.03803574,"DISTRICT OF COLUMBIA","Seaton Elementary School"
"1087","1300 NAYLOR COURT NW",20001,1900,"19","No",38.93016344,-77.07865242,"DISTRICT OF COLUMBIA","Office of Public Records/DC Records Center"
"1088","930 M STREET NW",20001,NA,"66","No",38.9737773,-77.01426173,"MOUNT VERNON PLAZA ASSOCIATES LLP","Mount Vernon Plaza Associates"
"1089","1112 9TH STREET NW",20001,2017,"54","Yes",38.90281049,-77.00244047,"SQUARE 369 HOTEL LLC","SQ 369 HOTEL"
"1090","1117 10TH STREET NW",20001,2006,"66","No",38.94755821,-77.08099714,"QUINCY COURT CONDOMINIUM","Quincy Court Condominium"
"1091","910 M STREET NW",20001,2006,"66","No",38.89814148,-77.02939887,"THE WHITMAN","Whitman Condominium"
"1092","901 MASSACHUSETTS AVENUE NW",20001,2013,"54","No",38.89639238,-77.01684171,"WASHINGTON CONVENTION AND SPORTS AUTHORITY","337Z9 Marriott Marquis Washington DC"
"1093","926 MASSACHUSETTS AVENUE NW",20001,1918,"54","No",38.90309544,-77.00174138,"TUDOR LP","Henley Park Hotel"
"1094","901 NEW YORK AVENUE NW",20001,2004,"71","Yes",38.86338649,-76.99062637,"BP/CRF 901 NEW YORK AVENUE LLC","901 New York Avenue"
"1095","800 10TH STREET NW",20001,2013,"71","No",38.90016779,-77.02572829,"CCDC RETAIL LLC (IMPS ONLY)","CCDC Office & Retail"
"1096","920 I STREET NW",20001,2013,"66","No",38.89670089,-77.02665239,"I STREET CONDO","The Residences at City Center"
"1097","750 9TH STREET NW",20001,2000,"71","Yes",38.90882098,-77.01027645,"750 NINTH STREET LLC","Victor Building - 252510"
"1098","901 G STREET NW",20001,1971,"206.4","Yes",38.87093421,-76.96610003,"DISTRICT OF COLUMBIA","Martin Luther King Jr Memorial Library"
"1099","945 G ST NW",20001,2011,"71","No",38.86033278,-76.99630528,"FIRST CONGREGATIONAL ","733 Tenth LL, LLC"
"1100","624 9TH STREET NW",20001,2014,"71","No",38.87607779,-76.98940958,"MASAVEU 900 G WASHINGTON LLC","900 G"
"1101","909 F STREET NW",20004,2001,"71","Yes",38.91905674,-77.04853916,"901 F LLC","901 F Street, NW"
"1102","979 F STREET NW",20004,2006,"71","Yes",38.90220879,-77.01445429,"ST PATRICK'S CHURCH","0975 F Street NW (Carroll Square)"
"1103","999 E STREET NW",20463,1931,"71","No",38.90949079,-77.02365229,"999 E STREET OWNER LLC","999 E Street"
"1104","901 E STREET NW",20004,1989,"71","Yes",38.89818468,-77.00417031,"THE PEW CHARITABLE TRUSTS","The Pew Charitable Trusts"
"1105","527 10TH ST NW",20004,2006,"71","Yes",38.90587853,-77.03773972,"JEMAL'S ATLANTIC LLC","Jemal's Atlantic"
"1106","916 F STREET NW",20004,2006,"66","Yes",38.90166206,-77.0214307,"VENTANA CONDOMINIUM","Ventana Condominium"
"1107","913 E STREET NW",20004,2006,"66","Yes",38.91214194,-77.02511796,"THE ARTISAN CONDO","Artisan Condominium"
"1108","901 D STREET SW",20024,1987,"71","No",38.89780989,-77.05510295,"370 L ENFANT OWNER LLC","370 L'Enfant"
"1109","990 L'ENFANT PLAZA SW",20024,1967,"71","No",38.91590131,-77.0316088,"WASHINGTON DC V FGF LLC","950 L'Enfant Plaza"
"1110","970 D STREET SW",20024,1968,"71","No",38.90218914,-77.04123806,"POTOMAC CREEK ASSOCIATES","L Enfant Plaza - North"
"1111","429 L'ENFANT PLAZA SW",20024,1974,"Under Review","Under Review",38.90292938,-77.04802991,"POTOMAC CREEK ASSOCIATES LP","LEnfant Plaza Centre"
"1112","700 LENFANT PLZ SW",20024,2017,"240.2","No",38.87002474,-76.94023802,"INTERNATIONAL SPY MUSEUM-THE MALRITE CO","The International Spy Museum"
"1113","800 9TH ST SW",20024,1986,"71","Yes",38.90229336,-77.02670013,"NBL ASSOCIATES LP","NBL Associates"
"1114","1924 8TH STREET NW",20001,2016,"66","No",38.90844111,-77.04374959,"JBG/SHAY RETAIL LLC","Shay - East (sh162)"
"1115","807 R STREET NW",20001,1963,"66","No",38.95000445,-77.07938137,"LINCOLN WESTMORELAND PHASE II LP","Heritage at Shaw Station"
"1116","801 RHODE ISLAND AVENUE NW",20001,1972,"66","Yes",38.91837953,-77.04706905,"NEW BETHEL BAPTIST CHURCH","Foster House Apartments, 801 Rhode Island Ave N.W."
"1117","1400 7TH STREET NW",20001,2013,"64","No",38.88377778,-77.02017538,"CITYMARKET AT O EAST AND WEST LLC","2376 Washington"
"1118","800 P ST NW",20001,2017,"66","Yes",38.90282193,-77.04033747,"CITYMARKET AT O CONDO LLC","880 P"
"1119","1400 7TH STREET NW",20001,2013,"0","Yes",38.8992614,-76.99381732,"CITYMARKET AT O EAST AND WEST LLC","City Market at O Street"
"1120","899 O ST NW",20001,2014,"54","No",38.89041045,-76.97968657,"CITY MARKET  HOTEL DEVELOPMENT LLC","City Market Hotel Development LLC (Cambria Hotel Washington DC)"
"1121","1490 7TH ST NW",20001,2014,"66","No",38.89602656,-77.04034803,"LIHTC SENIOR HOUSING LLC","The Hodge on 7th"
"1122","801 MOUNT VERNON PL NW",20001,2003,"240.2","No",38.89805234,-77.0285007,"DISTRICT OF COLUMBIA","Walter E. Washington convention Center"
"1123","999 9TH STREET NW",20001,1987,"54","Yes",38.85495644,-76.99128371,"SUNTONE K9 LLC","9671p-Washington DC Renaissance"
"1124","801 I STREET NW",20536,1990,"71","No",38.8846448,-76.95456561,"TMG 801 EYE STREET LLC","801 Eye Street"
"1125","800 K ST NW",20001,1989,"71","No",38.89243867,-76.98870862,"TILDEN GARDENS INC","Anthem Row"
"1126","900 7TH STREET NW",20001,2004,"71","No",38.89871173,-77.01314408,"IBEW HEADQUARTERS BUILDING LLC","0900 Seventh Street NW (IBEW)"
"1127","801 9TH STREET NW",20001,1999,"71","Yes",38.9005424,-77.03041574,"N S P VENTURES CORPORATION","801 9th Street NW"
"1128","800 I STREET NW",20001,1999,"71","No",38.8647669,-76.95030906,"AMERICAN PUBLIC HEALTH ASSOC","American Public Health Association"
"1129","777 9TH STREET NW",20001,2001,"71","No",38.90278746,-77.01831289,"BFP 701 9TH CO LLC","Edison Place DDOE"
"1130","808 H STREET NW",20001,2001,"71","Yes",38.85762223,-76.96281562,"BOP 799 9TH LLC","799 9th street"
"1131","401 9TH STREET NW",20004,2000,"71","No",38.83720714,-76.98377011,"SQUARE 407 LIMITED PARTNERSHIP","Market Square North"
"1132","400 8TH STREET NW",NA,NA,"66","No",38.85190699,-76.98555947,"LEXINGTON 407 LLC","The Lexington at Market Square II"
"1133","400 8TH STREET NW",NA,NA,"66","No",38.90495312,-77.0647889,"LEXINGTON 407 LLC","The Lexington at Market Square I"
"1134","801 PENNSYLVANIA AVENUE NW",20004,1990,"71","No",38.90044421,-77.03306247,"COLUMBIA REIT-MARKET SQUARE EAST & WEST LLC","801 Pennsylvania Avenue NW"
"1135","701 PENNSYLVANIA AVENUE NW",20004,1991,"71","No",38.91680846,-77.01548853,"COLUMBIA REIT - MARKET SQUARE EAST AND WEST LLC","701 Pennsylvania Avenue NW"
"1136","720 9TH STREET SW",NA,1940,"19","Yes",38.89936028,-77.03292432,"UNITED STATES OF AMERICA","Warehouse Storage"
"1137","1840 7TH STREET NW",20001,2002,"318.2","Yes",38.88892058,-76.91722102,"HOWARD UNIVERSITY","HURB1"
"1138","1843 8TH STREET NW",20001,1911,"36","No",38.91576169,-77.00531727,"DISTRICT OF COLUMBIA","Cleveland Elementary School"
"1139","1734 7TH STREET NW",20001,1979,"66","No",38.90603127,-77.05048806,"LINCOLN-WESTMORELAND HOUSING","New Lincoln Westmoreland LLC"
"1140","1718 7TH STREET NW",20001,2016,"66","No",38.96663535,-77.06803943,"CHANNING PHILLIPS HOMES LLC","Channing E. Phillips Homes"
"1141","700 R STREET NW",20001,1975,"206.4","No",38.90479104,-77.04293998,"DISTRICT OF COLUMBIA","Shaw (Watha T. Daniel) Library"
"1142","1514 7TH STREET NW",20001,2013,"66","No",38.91038145,-77.04241573,"JMP APARTMENTS LLC","Jefferson Marketplace"
"1143","1330 7TH STREET NW",20001,1974,"66","No",38.90885769,-77.04801465,"1330 SEVENTH STREET LIMIITED PARTNERSHIP","1330 Seventh Street"
"1144","814 7TH STREET NW",20001,1990,"71","Yes",38.96306907,-77.00931908,"810 SEVENTH AVENUE SPE LLC","810 7th St N.W."
"1145","777 8TH STREET NW",20001,2004,"229.4","Yes",38.87960407,-77.00641577,"CALVARY BAPTIST CHURCH EXTENSION ASSN & CALVARY BAPTIST CHURCH CONGREG","Calvary Baptist Church"
"1146","775 G STREET NW",20001,2005,"71","Yes",38.84699463,-76.99130703,"REGENCY PORTRAIT LLC","Portrait Building"
"1147","700 F STREET NW",20004,NA,"54","Yes",38.95630299,-77.08386082,"KIMPTON HOTEL MONACO WASHINGTON DC","A0000039 - MONACO_DC_JAYHAWK"
"1148","601 INDIANA AVENUE NW",20004,1963,"71","No",38.94347739,-77.06263696,"BHB LIMITED PARTNERSHIP","601 Indiana Ave: 601 Indiana Avenue Northwest"
"1149","601 PENNSYLVANIA AVENUE NW",20004,1984,"71","Yes",38.89936303,-76.98335883,"SAUL SUBSIDIARY II LTD","601 Pennsylvania Avenue"
"1150","601 PENNSYLVANIA AVE NW",20004,1991,"66","No",38.88948733,-76.92174509,"THE PENNSYLVANIA CONDO","The Pennsylvania, A Condominium"
"1151","600 MARYLAND AVENUE SW",20024,1981,"71","Yes",38.90747729,-77.0523233,"OCEAN VIEW DEVELOPMENT COMPANY LP","Capital Gallery"
"1152","407 6TH STREET SW",20024,1970,"71","Yes",38.90068959,-77.04204602,"CC OWNER LLC","Constitution Center"
"1153","630 E STREET SW",20024,1961,"56","Yes",38.89501048,-77.03135516,"SAINT DOMINIC'S CATHOLIC CHURCH","St Dominic Church and Priory"
"1154","700 7TH STREET SW",20024,1967,"66","No",38.92263154,-77.05382053,"TOWN SQUARE TOWERS CONDO","Town Square Towers"
"1155","911 6TH STREET SW",20024,1970,"66","No",38.91214738,-76.98858812,"TODD S DECKELBAUM TRUSTEE","Waterside Towers and Townhomes"
"1156","1101 6TH STREET SW",20024,1961,"240.2","No",38.84166821,-76.99744315,"WASHINGTON DRAMA SOCIETY INC","The Mead Center at Arena Stage"
"1157","515 WATER ST SW",20024,1995,"185.5","No",38.90799975,-77.04136836,"DISTRICT OF COLUMBIA","MPD Harbor Patrol/FEMS Fire Boat"
"1158","900 MAINE AVE SW",20024,2017,"66","No",38.88605296,-77.02070069,"WHARF PHASE 1 APT REIT LEASEHOLDER A LLC","The Channel"
"1159","750 MAINE AVENUE SW",20024,2017,"66","No",38.9384567,-77.02485883,"WHARF PHASE 1 APARTMENT REIT LEASEHOLDER B LLC","Incanto"
"1160","525 WATER ST SW",20024,2016,"66","No",38.92708949,-77.03592787,"525 WATER, A CONDOMINIUM","525 Water A Condominium"
"1161","45 SUTTON SQ SW",20024,2017,"66","No",38.89756798,-77.02444756,"VIO, A CONDOMINIUM","VIO, A Condominium"
"1162","975 7TH ST SW",20024,2017,"54","Yes",38.84763352,-76.99701084,"WHARF HORIZONTAL REIT LEASEHOLDER LLC","Canopy by Hilton Washington DC | The Wharf"
"1163","1210 5TH STREET NW",20001,1979,"66","Yes",38.92606995,-76.95847151,"MCF WALP PHASE 1 LLC","Washington Apartments"
"1164","501 NEW YORK AVENUE NW",20001,1940,"185.5","No",38.90590605,-77.00473224,"DISTRICT OF COLUMBIA","Traffic Safety and Specialized Enforcement Branch"
"1165","611 MASSACHUSETTS AVENUE NW",20001,2015,"71","Yes",38.90182857,-76.98198106,"635 MASS AVE LLC","601 Massachusetts Avenue"
"1166","500 H STREET NW",20001,1986,"54","Yes",38.92216899,-77.08109019,"RLJ III F WASHINGTON DC LLC","Fairfield Inn & Suites DC Downtown"
"1167","719 6TH STREET NW",20001,2007,"71","Yes",38.9281571,-77.03218915,"MEPT 777 6TH STREET LLC","777 Sixth Street NW (EPL)"
