"","address","zip","year_built","BEPS_score","meets_beps","latitude","longitude","owner","property_name"
"1168","770 5TH STREET NW",20001,2003,"66","Yes",38.93011644,-77.07766803,"AVALON BAY COMM","DC002_Avalon at Gallery Place"
"1169","600 5TH STREET NW",20001,1974,"71","No",38.94276106,-77.07653463,"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA)","B88 - Jackson Graham Building"
"1170","500 F STREET NW",20001,1978,"185.5","Yes",38.87987518,-77.01140403,"DISTRICT OF COLUMBIA","Engine Company 2"
"1171","415 6TH STREET NW",20001,1982,"71","Yes",38.90341011,-77.03758635,"JUDICIARY PLAZA LLC","Liberty Square"
"1172","515 D STREET NW",20001,1941,"71","Yes",38.8984375,-77.05544339,"DISTRICT OF COLUMBIA","Recorder of Deeds"
"1173","500 INDIANA AVENUE NW",20001,1977,"71","No",38.92226282,-76.9707482,"DISTRICT OF COLUMBIA","H. Carl Moultrie Bldg"
"1174","1325 18TH STREET NW",NA,1974,"66","Yes",38.96321619,-77.01095086,"RAYMOND C BRISTOL","The Palladium Condominium"
"1175","555 PENNSYLVANIA AVENUE NW",NA,2007,"66","Yes",38.9380265,-77.02427839,"THE FREEDOM FORUM INC","Newseum Residences"
"1176","550 C STREET SW",20024,1980,"54","No",38.90050492,-77.03112148,"FEDERAL CENTER HOTEL ASSOCIATES LLC","Holiday Inn Capitol"
"1177","500 C STREET SW",20024,1981,"71","No",38.90981989,-77.03349768,"FEDERAL CENTER OFFICE ASSOCIATES LLC","FCP-500"
"1178","301 4TH STREET SW",20547,1982,"71","No",38.87019594,-77.01294408,"FEDERAL CENTER OFFICE ASSOCIATES LLC","FCP-400"
"1179","400 6TH STREET SW",20024,2015,"71","Yes",38.90213635,-77.05167643,"GVAOII 500D LLC","National Square"
"1180","400 VIRGINIA AVENUE SW",20024,1984,"71","Yes",38.90411195,-77.0305654,"400 VIRGINIA AVENUE LLC","400 Virginia Avenue"
"1181","415 4TH STREET SW",20024,2011,"318.2","No",38.92009875,-77.02653256,"DISTRICT OF COLUMBIA","Consolidated Forensic Lab"
"1182","501 SCHOOL STREET SW",20024,1988,"71","Yes",38.98441167,-77.02696868,"CARBON LLC","Carbon"
"1183","475 SCHOOL STREET SW",20024,1968,"71","No",38.91703526,-76.95503423,"TELLURIUM LLC","Tellurium"
"1184","500 E STREET SW",20254,1987,"71","No",38.90053276,-77.03252391,"BOYD DC II GSA LLC","BOYD - DC II GSA, LLC"
"1185","501 4TH STREET SW",20024,2014,"185.5","Yes",38.89717934,-77.05148736,"DISTRICT OF COLUMBIA","Engine Company 13"
"1186","401 I STREET SW",20024,1964,"36","No",38.9048569,-77.03303166,"DISTRICT OF COLUMBIA","Amidon-Bowen Elementary School"
"1187","1100 6TH STREET SW",20024,2009,"66","No",38.90496741,-77.04451079,"JOHN HANCOCK LIFE INSURANCE COMPANY USA","The View at Waterfront"
"1188","431 N STREET SW",20024,1964,"66","No",38.81346992,-77.01488025,"TIBER ISLAND COOPERATIVE HOMES","Tiber Island Cooperative Homes, Inc."
"1189","550 N STREET SW",20024,1966,"66","No",38.84155759,-76.99433252,"HARBOUR SQUARE OWNERS INC","Harbour Square Owners, Inc."
"1190","1425 4TH STREET SW",20024,1965,"66","No",38.89647957,-77.04954918,"THE RIVERSIDE CONDO","Riverside Condominium, UOA"
"1191","421 P STREET NW",20001,1949,"36","No",38.88092179,-76.96326227,"DISTRICT OF COLUMBIA","Shaw"
"1192","443 NEW YORK AVENUE NW",20001,2011,"66","No",38.90699832,-77.05198479,"WRIT YALE WEST LLC","Yale West"
"1193","465 NEW YORK AVENUE NW",20001,2016,"54","No",38.91568179,-77.05094513,"ALDUWALIYA HOSPITALITY WDC 1 INC","Homewood Suites DC Convention Center"
"1194","437 NEW YORK AVENUE NW",20001,2008,"66","No",38.96275904,-77.03226708,"YALE STEAM LAUNDRY CONDO","Yale Steam Laundry Condominium"
"1195","409 K STREET NW",20001,1980,"66","Yes",38.90280316,-76.94835648,"PARCEL ONE PHASE ONE ASSOCIATES LLP","Parcel One Phase One Associates"
"1196","440 L STREET NW",20001,2007,"66","Yes",38.83133362,-77.00936718,"THE L AT CITY VISTA CONDO","THE L AT CITY VISTA CONDO"
"1197","460 L STREET NW",NA,2007,"66","No",38.9167986,-77.04785995,"DISTRICT OF COLUMBIA","City Vista-Gables"
"1198","475 K STREET NW",20001,2008,"228.8","Yes",38.97149905,-77.05567322,"THE K @ CITY VISTA CONDO","City Vista"
"1199","475 K STREET NW",20001,2008,"66","Yes",38.92023187,-76.97630547,"THE K @ CITY VISTA CONDO","The K @ City Vista"
"1200","1110 4TH STREET NW",20001,2014,"66","Yes",38.9231225,-76.99787914,"P/S LOT 61 HOLDINGS LLS","P/S Lot 61 Associates LLC"
"1201","425 L STREET NW",20001,2011,"66","Yes",38.8931238,-77.04946639,"SQUARE N515 ASSOCIATES LLC","Square N515"
"1202","425 I STREET NW",20001,1973,"71","Yes",38.89283847,-76.99985669,"425 EYE STREET LLC","425 EYE"
"1203","452 K STREET NW",20001,2014,"66","No",38.90674677,-77.04695507,"450 K CAP LLC","450K"
"1204","459 I STREET NW",20001,2017,"66","Yes",38.90037272,-76.93015246,"EQR EYE STREET LLC","455 Eye Street - 29284"
"1205","420 K STREET NW",20001,2017,"66","Yes",38.89545507,-77.01247707,"400 K STREET LLC","400 K Street - Lydian"
"1206","4901 V STREET NW",20007,1936,"206.4","Yes",38.90402879,-77.0503313,"DISTRICT OF COLUMBIA","Palisades Library"
"1207","4959 ESKRIDGE TERRACE NW",20016,1928,"36","Yes",38.92045428,-77.08049552,"DISTRICT OF COLUMBIA","Key Elementary School"
"1208","5215 LOUGHBORO ROAD NW",20016,2011,"Under Review","Under Review",38.91144511,-77.04768894,"LUCY WEBB HAYES NATIONAL TRAINING SCHOOL SIBLEY MEMORIAL HOSPITAL","Sibley Hospital Medical Building"
"1209","4910 MASSACHUSETTS AVENUE NW",20016,1986,"71","No",38.90702232,-77.03807975,"WC AND AN MILLER DEVELOPMENT COMPANY","4910 Mass. Ave., NW"
"1210","4801 MASSACHUSETTS AVE NW",20016,1980,"180.6","No",38.93421638,-77.03696131,"AMERICAN UNIVERSITY","Spring Valley Building"
"1211","4400 JENIFER ST NW",20015,1972,"71","No",38.93376615,-77.07349947,"JENIFER STREET LIMITED PARTNERSHIP","4400 Jenifer Street NW: 4400 Jenifer Street Northwest"
"1212","5255 WESTERN AVE NW",20015,1965,"64","No",38.89685397,-77.0453031,"MAZZA FAMILY FRIENDSHIP HEIGHTS LLC","Lord and Taylor"
"1213","3500 NEBRASKA AVE NW",20016,2005,"Under Review","Under Review",38.92497922,-77.03181164,"AMERICAN UNIVERSITY","Katzen Arts Center"
"1214","3700 NEBRASKA AVENUE NW",NA,1962,"56","Yes",38.83947423,-76.99976005,"AMERICAN UNIVERSITY","Nebraska Hall"
"1215","4400 MASSACHUSETTS AVENUE NW",20016,1980,"207.1","Yes",38.85264808,-76.97136819,"AMERICAN UNIVERSITY","American University Main Campus"
"1216","4500 MASSACHUSETTS AV",20016,1958,"110.4","No",38.94103681,-77.02552898,"WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH","Wesley Theological Seminary"
"1217","4500 MASSACHUSETTS AV",20016,1975,"62","No",38.89700232,-77.04580131,"COLUMBIA REALTY VENTURE LLC","Foxhall Square"
"1218","3201 NEW MEXICO AVE NW",20016,1980,"0","Yes",38.9145203,-77.03047197,"THE AMERICAN UNIVERSITY","3201 New Mexico"
"1219","3401 NEBRASKA AVE NW",20016,1921,"17","No",38.93336245,-77.00067585,"METROPOLITAN MEMORIAL METHODIST EPISC CHURCH TRUSTEES","Metropolitan Memorial United Methodist Church"
"1220","4201 CATHEDRAL AVENUE NW",20016,1960,"66","Yes",38.89784967,-77.02998229,"THE TOWERS CONDO","The Towers Condominium"
"1221","3101 NEW MEXICO AVENUE NW",20016,1979,"66","No",38.8978357,-76.9764858,"SUTTON TOWERS CONDO","Sutton Towers Condominiums"
"1222","4100 MASSACHUSETTS AVE NW",20016,1979,"66","Yes",38.89855837,-76.93421704,"4100 MASSACHUSETTS AVENUE ASSOCIATES","DC001_Avalon at Foxhall"
"1223","4430 NEWARK STREET NW",20016,1931,"36","Yes",38.90213291,-77.02864978,"DISTRICT OF COLUMBIA","Mann Elementary School"
"1224","5100 WISCONSIN AVENUE NW",20016,1964,"71","No",38.90009018,-76.95234363,"OURISMAN FLORENZ R","5100 Wisconsin Ave."
"1225","5230 WISCONSIN AV NW",20015,1936,"Under Review","Under Review",38.92478985,-77.03285396,"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA)","T09 - Western Bus Division"
"1226","5225 WISCONSIN AVENUE NW",20015,1980,"71","No",38.9539209,-77.02470986,"C L NORRIS TRUSTEES & J S NORRIS TRUSTEES","5225 Wisconsin Avenue,"
"1227","5300 WISCONSIN AVENUE NW",20015,1977,"170.7","No",38.89757153,-77.04127851,"PRIME CHEVY CHASE ASSET I LLC","Mazza Gallerie"
"1228","5301 WISCONSIN AVENUE NW",20015,1988,"71","No",38.92269367,-77.02923971,"5301 WISCONSIN AVENUE ASSOCIATES LLC","Chevy Chase Plaza"
"1229","4301 MILITARY ROAD NW",20015,2007,"66","Yes",38.93365398,-77.08511869,"CHASE POINT CONDO","Chase Point Condominium"
"1230","5101 WISCONSIN AVENUE NW",20016,1976,"71","No",38.90664067,-77.03355407,"GARRISON ASSOCIATES LLC","5101 Wisconsin"
"1231","5151 WISCONSIN AVENUE NW",20016,1963,"Under Review","Under Review",38.91618794,-77.06727605,"NATIONAL SAVINGS AND TRUST COMPANY TRUSTEE","5151 Wisconsin Ave"
"1232","4250 GARRISON STREET NW",20016,1982,"71","Yes",38.89456161,-77.02074465,"BORON LLC","Boron"
"1233","4201 BUTTERWORTH PLACE NW",20016,1969,"66","No",38.92579508,-77.05237272,"EPISCOPAL CHURCH HOME FRIENDSHIP INC","Episcopal Church Home Friendship INC"
"1234","2400 41ST STREET NW",20007,1959,"66","Yes",38.96114474,-77.03212536,"THE BEECHER HOUSE CONDO","Beecher House Condominium"
"1235","2325 42ND STREET NW",20007,1956,"66","No",38.91594419,-77.05016011,"2325 42ND ST CONDO","2325 42nd St NW Condiminium"
"1236","4114 DAVEIS PL NW",20007,1955,"66","No",38.91854425,-77.02998615,"GLOVER PARK CONDO","4114 Davis Place, A Condominium Residence"
"1237","4000 TUNLAW ROAD NW",20007,1960,"66","Yes",38.90115635,-77.02227685,"4000 TUNLAW RD CONDO","4000 Tunlaw Condominium - 4000 Tunlaw"
"1238","4201 MASSACHUSETTS AVENUE NW",20016,1950,"66","Yes",38.94373206,-77.06125006,"BERKSHIRE APARTMENTS LLC","The Berkshire-Gables"
"1239","4301 MASSACHUSETTS AVENUE NW",20016,1951,"66","No",38.89546314,-77.02364821,"THE GREENBRIER CONDOMINIUM","Greenbriar Condominium"
"1240","4123 NEBRASKA AVENUE NW",20016,1927,"140.3","No",38.93936158,-77.06007693,"NATIONAL PRESBYTERIAN CHURCH INC","National Presbyterian Church Inc"
"1241","4300 NEBRASKA AVENUE NW",20016,1921,"180.6","Yes",38.90219174,-77.03753002,"AMERICAN UNIVERSITY","WCL Tenley"
"1242","4130 ALBEMARLE STREET NW",20016,1959,"36","Yes",38.90037179,-76.97238327,"DISTRICT OF COLUMBIA","Janney Elementary School"
"1243","4130 ALBEMARLE STREET NW",20016,1959,"206.4","No",38.90154972,-77.04809977,"DISTRICT OF COLUMBIA","Tenley-Friendship Library"
"1244","4500 WISCONSIN AVENUE NW",20016,2005,"66","Yes",38.92622118,-77.03196858,"CITYLINE AT TENLEY RES CONDO","Cityline at Tenley"
"1245","4600 WISCONSIN AVE NW",20016,2016,"66","No",38.86413473,-77.01294932,"JEMAL'S BABES LLC","Tenley View"
"1246","4729 WISCONSIN AVENUE NW",20016,2002,"66","No",38.8853849,-76.99698101,"TENLEY HILL CONDOMINIUM","Tenley Hill Condominiums - 4750 41st St. NW"
"1247","440 K STREET NW",NA,2016,"66","No",38.88029183,-77.02153435,"440 K STREET LLC","440 K Street - Lyric"
"1248","401 MASSACHUSETTS AVENUE NW",20001,2007,"66","No",38.9163001,-77.02536872,"EQR-401 MASSACHUSETTS LLC","425 Mass - 19288"
"1249","455 MASSACHUSETTS AVENUE NW",20001,2008,"71","Yes",38.89812444,-77.03018542,"SQUARE 516S OFFICE VENTURE LLC","455 Mass Ave"
"1250","461 H STREET NW",20001,1966,"66","No",38.8985272,-77.02839264,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Judiciary House"
"1251","400 MASSACHUSETTS AVENUE NW",20001,2011,"66","Yes",38.90155717,-77.04810207,"400 MASS AVE CONDOMINIUMS","400 Massachsetts Ave Condominium"
"1252","1302 NEW JERSEY AVENUE NW",20001,1973,"185.5","Yes",38.91881811,-77.04625258,"DISTRICT OF COLUMBIA","Engine Company 6"
"1253","1050 NEW JERSEY AVENUE NW",20001,2003,"66","Yes",38.93273486,-77.06582345,"GOLDEN RULE PLAZA INC","Golden Rule Plaza"
"1254","1035 4TH STREET NW",20001,2017,"66","Yes",38.90426304,-77.03696032,"PLAZA WEST LLC","Plaza West"
"1255","301 MASSACHUSETTS AVENUE NW",20001,2006,"66","No",38.91859417,-77.03162568,"THE SONATA CONDO","Sonata Condominium"
"1256","811 4TH STREET NW",20001,2007,"66","No",38.96558337,-77.07543203,"MADRIGAL LOFTS CONDOMINIUM","Madrigal Lofts - 811 4th St."
"1257","300 MASSACHUSETTS AV",20001,2005,"66","Yes",38.90700995,-77.05270261,"T-C MASS COURT LLC","Mass Court"
"1258","555 4TH STREET NW",20001,1982,"71","Yes",38.89798874,-77.02776128,"555 FOURTH STREET ASSOCIATES","DC0321ZZ-JUDICIARY CENTER"
"1259","441 4TH STREET NW",20001,1990,"71","No",38.9343001,-77.0878285,"DISTRICT OF COLUMBIA","One Judiciary Square"
"1260","300 INDIANA AVENUE NW",20001,1940,"71","No",38.82497035,-76.99997556,"DISTRICT OF COLUMBIA","Henry Daly Building"
"1261","300 D ST SW",20024,2017,"240.2","No",38.89705598,-77.01124527,"THE MUSEUM OF THE BIBLE INC","Museum of the Bible"
"1262","401 3RD STREET SW",20024,1990,"71","No",38.89912467,-77.05173547,"WOC LLC","409 3rd Street SW"
"1263","333 E STREET SW",20024,2003,"54","Yes",38.91961746,-77.0456846,"SOUTHWEST CAPITOL ASSOCIATES LLC","Residence Inn Capitol"
"1264","425 3RD STREET SW",20024,2007,"71","No",38.91593163,-77.04445537,"UNIZO REAL ESTATE DC SIX LLC","Capitol View - 425 3rd Street Washington DC"
"1265","395 E STREET SW",20472,2005,"71","Yes",38.87711099,-77.01572158,"MEPT / FCP PATRIOTS PLAZA LLC","Patriots Plaza I - 2061 (EPL)"
"1266","375 E STREET SW",20024,2003,"71","Yes",38.91923005,-77.07029355,"MEPT / FCP PATRIOTS PLAZA LLC","Patriots Plaza II - 2261 (EPL)"
"1267","355 E STREET SW",20024,2003,"71","Yes",38.89672398,-77.04690329,"MEPT / FCP PATRIOTS PLAZA LLC","Patriots Plaza III - 2262 (EPL)"
"1268","250 E STREET SW",20024,1991,"71","Yes",38.90468098,-77.0629808,"250 E STREET LLC","One Independence Square"
"1269","300 E STREET SW",20546,1991,"71","Yes",38.88371011,-77.01640109,"TWO INDEPENDENCE HANA OW LLC","GSA: 300 E Street SW"
"1270","103 G STREET SW",20024,1962,"66","No",38.90002216,-77.02120253,"CAPITAL PARK APARTMENT LIMITED PARTNERSHIP","101 G St SW"
"1271","201 I STREET SW",20024,1965,"66","Yes",38.96328133,-77.03481016,"CP CAPITOL CORPORATION","Capital Park Plaza"
"1272","301 G STREET SW",20024,1962,"66","No",38.91478834,-77.0221937,"CPT BUILDING OWNER LLC","Capitol Park Tower (cp086)"
"1273","800 4TH STREET SW",20024,1959,"66","No",38.90406244,-77.04565435,"POTOMAC PLACE TOWER CONDO","Potomac Place Tower"
"1274","900 WESLEY PLACE SW",20024,1965,"206.4","No",38.90761081,-77.03429748,"DISTRICT OF COLUMBIA","Southwest Library"
"1275","2301 FOXHALL ROAD NW",20007,NA,"36","No",38.90405619,-77.03813108,"FIELD SCHOOL THE","Field School DC Benchmarking"
"1276","1080 WISCONSIN AVENUE NW",20007,1981,"170.7","No",38.89784664,-77.02648474,"JAMESTOWN PREMIER GEORGETOWN PARK CORP","Jamestown Georgetown Park - Main Building"
"1277","2500 WISCONSIN AVENUE NW",20007,1978,"66","Yes",38.90474886,-77.02420699,"CARILLON HOUSE LP","Carillon House"
"1278","2320 WISCONSIN AVENUE NW",20007,1984,"66","No",38.9064085,-77.04757005,"THE SHEFFIELD CONDOMINIUM","Sheffield Condominiums - 2320 Wisconsin Ave NW"
"1279","3850 TUNLAW ROAD NW",20007,1953,"66","No",38.89029923,-76.92063752,"AVB GLOVER PARK LLC","DC511_eaves Glover Park"
"1280","3819 DAVIS PLACE NW",20007,1954,"66","Yes",38.9294795,-77.07242018,"GEORGETOWN NORTH CONDO","Georgetown North Condo (gr280)"
"1281","2725 39TH STREET NW",20007,1959,"66","Yes",38.91326387,-77.04594389,"THE ARCHBOLD CONDOMINIUM","The Archbold Condominium"
"1282","4109 W STREET NW",20007,1943,"66","No",38.87778078,-76.98995828,"PARKCREST, LLC","4101 W St NW"
"1283","2300 41ST STREET NW",20007,1943,"66","No",38.89698627,-76.95213935,"PARKCREST, LLC","2300 - 2308 41st ST NW"
"1284","4100 W STREET NW",20007,1950,"66","No",38.95395307,-77.01388962,"PHYLMAR PLAZA CONDO","Phylmar Plaza Condominium"
"1285","3700 O ST NW",20057,1905,"262","No",38.8990667,-77.01550866,"THE PRESIDENT AND DIRECTORS OF GEORGETOWN COLLEGE","Georgetown University Main Campus"
"1286","3800 RESERVOIR RD NW",20057,1988,"50","Yes",38.83440954,-76.99239548,"PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY","Medstar - Georgetown University Hospital - 52618"
"1287","5425 CONNECTICUT AVENUE NW",20015,1929,"66","Yes",38.89810658,-77.04117806,"INVESTORS CONNECTICUT AVENUE LLC","La Reine Apartments"
"1288","5437 CONNECTICUT AVENUE NW",20015,1954,"66","No",38.88979843,-76.97189768,"BDC LIVINGSTON LLC","Livingston"
"1289","5333 CONNECTICUT AVENUE NW",20015,2015,"66","No",38.88944117,-77.00276979,"CMK DEV LLC","5333 Connecticut"
"1290","5201 CONNECTICUT AVENUE NW",20015,1964,"66","No",38.91949479,-77.04607313,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Regency House"
"1291","5225 CONNECTICUT AVENUE NW",20015,1964,"66","No",38.90480077,-77.03167951,"CONNECTICUT AVENUE LP","Huntington Apartments"
"1292","5130 CONNECTICUT AVENUE NW",20008,1929,"66","Yes",38.91838959,-77.09717695,"DOUGLASS LP","Sulgrave Manor"
"1293","3950 37TH STREET NW",20008,NA,"36","No",38.90891419,-77.00354442,"DISTRICT OF COLUMBIA","Hearst Elementary School"
"1294","3601 WISCONSIN AVENUE NW",20016,1950,"66","Yes",38.96319545,-77.02837272,"THE CRESTVIEW CONDOMINIUM","The Crestview - 3601 Wisconsin Ave NW"
"1295","3333 WISCONSIN AVENUE NW",20016,1974,"66","Yes",38.8991326,-77.00811366,"PACOLET 3333 WISCONSIN LLC","3333 Wisconsin"
"1296","3333 WISCONSIN AVENUE NW",20016,1974,"64","Yes",38.88553432,-77.02777591,"PACOLET 3333 WISCONSIN LLC","2379 Washington"
"1297","3315 WISCONSIN AVENUE NW",20016,1959,"66","Yes",38.88564116,-77.01962877,"CHESTERFLD COOPERATIVE INC","The Chesterfield Cooperative"
"1298","3210 WISCONSIN AVENUE NW",20016,1954,"66","No",38.95397994,-77.06847095,"DAVID HORNSTEIN TRUSTEE","The Elaine Apartments - ln172"
"1299","3725 MACOMB STREET NW",20016,1937,"66","Yes",38.96158006,-77.00938881,"3725 MACOMB STREET ASSOCIATES LLC","Macomb Gardens Apartments - mc061"
"1300","3206 WISCONSIN AVENUE NW",20016,1932,"66","No",38.90288182,-77.04844791,"VICTOR REALTY LP","Alto Towers Apartments - lt122"
"1301","3201 WISCONSIN AV NW",20016,1957,"66","Yes",38.96863879,-77.03372393,"ADAMS CATHEDRAL LLC","Adams Cathedral"
"1302","3701 MASSACHUSETTS AVENUE NW",20016,1927,"66","Yes",38.88099946,-77.0011813,"DARO REALTY INC","Cathedral Court"
"1303","3140 WISCONSIN AVENUE NW",20016,1950,"66","Yes",38.90649019,-77.03774396,"LENCSHIRE ASSOCIATES LLC","Lencshire House"
"1304","3130 WISCONSIN AVENUE NW",20016,1942,"66","Yes",38.90628718,-77.00247599,"NANCY L ANDRACSEK TRUSTEE","Chancery Apartments - 3130 Wisconsin Ave. NW"
"1305","3700 MASSACHUSETTS AVENUE NW",20016,1928,"66","No",38.90945163,-77.006923,"SMITH PROPERTY HOLDINGS ALBAN TOWERS LLC","Alban Towers - 29815"
"1306","2844 WISCONSIN AVENUE NW",20007,1964,"66","No",38.89638453,-77.02995563,"GARFIELD ASSOCIATES LLC","Garfield House"
"1307","2700 WISCONSIN AVENUE NW",20007,1942,"66","No",38.90199315,-77.05870354,"HIGHVIEW TOWERS INC","Highview Towers"
"1308","2712 WISCONSIN AVENUE NW",20007,1957,"66","No",38.92087959,-77.03824167,"MARY E SMITH TRUSTEE","Wisconsin House"
"1309","2730 WISCONSIN AVENUE NW",20007,1939,"66","Yes",38.89637579,-77.04977442,"SKYLINE TOWERS ASSOCIATES LLC","Skyline Towers Apartments"
"1310","111 MASSACHUSETTS AVE NW",20001,1983,"71","Yes",38.86311122,-76.95026194,"JEMAL'S DARTH VADER LLC","Jemal's Darth Vader, LLC"
"1311","101 F STREET NW",20001,1978,"180.6","Yes",38.90285261,-77.06253256,"GEORGETOWN COLLEGE LAW CENTER","McDonough Hall"
"1312","501 3RD STREET NW",20001,1990,"71","No",38.87604716,-77.01324904,"COMMUNICATIONS WORKERS OF AMERICA","Communications  Workers of America Building"
"1313","500 1ST ST NW",20001,1966,"71","Yes",38.94137623,-76.98104113,"GEORGETOWN UNIVERSITY","500 First Street NW"
"1314","550 1ST STREET NW",20001,2004,"206.6","No",38.90420548,-77.0293156,"GEORGETOWN UNIVERSITY","Hotung International Building/Sport & Fitness Center"
"1315","440 1ST STREET NW",20001,1982,"71","No",38.90539198,-77.02457038,"FP 440 1ST STREET LLC","440 First St NW"
"1316","425 2ND STREET NW",20001,1949,"143.6","No",38.93908955,-77.08841713,"DISTRICT OF COLUMBIA","Federal City Shelter/John L.Young Shelter"
"1317","122 C STREET NW",20001,1968,"71","No",38.88346812,-76.99923664,"ZG 122 C STREET LLC","122 C Street: 122 C Street Northwest"
"1318","101 CONSTITUTION AVENUE NW",20001,2002,"71","No",38.90165651,-77.01917469,"UNITED BROTHERHD CRPT JNR AM NATL H S FD","101 Constitution"
"1319","100 INDIANA AVE NW",20001,1951,"71","Yes",38.94202027,-76.98499792,"NATIONAL ASSOCIATION OF LETTER CARRIERS BUILDING CORPORATION","National Association of Letter Carriers"
"1320","203 M STREET SW",20024,1959,"66","No",38.90497788,-77.05421026,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Greenleaf Addition"
"1321","35 E STREET NW",20001,1949,"66","No",38.90288812,-77.0538801,"CAPITAL PLAZA PROPERTIES LLC","Capital Plaza"
"1322","80 F STREET NW",20001,1986,"71","No",38.89894549,-77.04076308,"AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES","american federation of government employee"
"1323","50 F STREET NW",20001,1985,"71","Yes",38.91239007,-77.02253863,"50 F STREET LLC","Capitol Place III- 50 F Street"
"1324","20 F STREET NW",20001,2010,"71","Yes",38.92752621,-77.03590826,"AMERICAN COLLEGE OF SURGEONS","20 F Street"
"1325","400 NEW JERSEY AVENUE NW",20001,1975,"54","Yes",38.91758968,-76.9647045,"HOST CAPITOL HILL LLC","D.C. Hyatt Regency"
